CHR	BP	aa
5	49811430	5:49811430
5	49811445	5:49811445
5	49811924	5:49811924
5	49811932	5:49811932
5	50009437	5:50009437
5	50009619	5:50009619
5	50129817	5:50129817
5	50129827	5:50129827
5	50191082	5:50191082
5	50191098	5:50191098
5	50191116	5:50191116
5	50193237	5:50193237
5	50202006	5:50202006
5	50202052	5:50202052
5	50264894	5:50264894
5	50264900	5:50264900
5	50598235	5:50598235
5	51063451	5:51063451
5	51358700	5:51358700
5	51638116	5:51638116
5	51645427	5:51645427
5	51784384	5:51784384
5	51959574	5:51959574
5	52377976	5:52377976
5	52590986	5:52590986
5	52591031	5:52591031
5	52616350	5:52616350
5	52616401	5:52616401
5	52989810	5:52989810
5	53136848	5:53136848
5	53136869	5:53136869
5	53192668	5:53192668
5	53302894	5:53302894
5	53351655	5:53351655
5	53373440	5:53373440
5	53732308	5:53732308
5	53732328	5:53732328
5	53746123	5:53746123
5	53746478	5:53746478
5	53746480	5:53746480
5	53750320	5:53750320
5	53750545	5:53750545
5	53750594	5:53750594
5	53753772	5:53753772
5	53753806	5:53753806
5	53887528	5:53887528
5	53954524	5:53954524
5	54016733	5:54016733
5	54016780	5:54016780
5	54048768	5:54048768
5	54048792	5:54048792
5	54202610	5:54202610
5	54302877	5:54302877
5	54553439	5:54553439
5	54585265	5:54585265
5	54585268	5:54585268
5	54585282	5:54585282
5	54933155	5:54933155
5	54951880	5:54951880
5	54951881	5:54951881
5	54974988	5:54974988
5	54975011	5:54975011
5	54975136	5:54975136
5	55002289	5:55002289
5	55002299	5:55002299
5	55104249	5:55104249
5	55133828	5:55133828
5	55138011	5:55138011
5	55177797	5:55177797
5	55177798	5:55177798
5	55177805	5:55177805
5	55369545	5:55369545
5	55369553	5:55369553
5	55757023	5:55757023
5	55757039	5:55757039
5	55757045	5:55757045
5	56385589	5:56385589
5	56397459	5:56397459
5	56659800	5:56659800
5	56683464	5:56683464
5	57058869	5:57058869
5	57058958	5:57058958
5	57115860	5:57115860
5	57132770	5:57132770
5	57172337	5:57172337
5	57424185	5:57424185
5	57439893	5:57439893
5	57525811	5:57525811
5	57549520	5:57549520
5	57549537	5:57549537
5	57683672	5:57683672
5	57704186	5:57704186
5	58097589	5:58097589
5	58405306	5:58405306
5	58496332	5:58496332
5	58511361	5:58511361
5	58661944	5:58661944
5	59447889	5:59447889
5	60310394	5:60310394
5	60469977	5:60469977
5	60816495	5:60816495
5	60816499	5:60816499
5	60920239	5:60920239
5	60939460	5:60939460
5	61020936	5:61020936
5	61146724	5:61146724
5	61146730	5:61146730
5	61359119	5:61359119
5	61376225	5:61376225
5	61376226	5:61376226
5	61590564	5:61590564
5	61650058	5:61650058
5	61671601	5:61671601
5	61819649	5:61819649
5	61819659	5:61819659
5	61954708	5:61954708
5	61954729	5:61954729
5	62648900	5:62648900
5	62649316	5:62649316
5	62649331	5:62649331
5	62883528	5:62883528
5	63023368	5:63023368
5	63027225	5:63027225
5	63027269	5:63027269
5	63447450	5:63447450
5	63447484	5:63447484
5	63519797	5:63519797
5	63537179	5:63537179
5	63537204	5:63537204
5	63537211	5:63537211
5	63549030	5:63549030
5	63750071	5:63750071
5	63750076	5:63750076
5	63775197	5:63775197
5	64135137	5:64135137
5	64162743	5:64162743
5	64357726	5:64357726
5	64357751	5:64357751
5	64570508	5:64570508
5	64570532	5:64570532
5	64570551	5:64570551
5	64579313	5:64579313
5	64670888	5:64670888
5	64776552	5:64776552
5	64796862	5:64796862
5	64796903	5:64796903
5	64886587	5:64886587
5	64914094	5:64914094
5	64921026	5:64921026
5	64931570	5:64931570
5	64931604	5:64931604
5	65004117	5:65004117
5	65031736	5:65031736
5	65048201	5:65048201
5	65108409	5:65108409
5	65108420	5:65108420
5	65385638	5:65385638
5	65385643	5:65385643
5	65530595	5:65530595
5	65938850	5:65938850
5	65939017	5:65939017
5	65939041	5:65939041
5	65978848	5:65978848
5	65999734	5:65999734
5	65999738	5:65999738
5	65999757	5:65999757
5	65999989	5:65999989
5	66012536	5:66012536
5	66012539	5:66012539
5	66012565	5:66012565
5	66110984	5:66110984
5	66128950	5:66128950
5	66153581	5:66153581
5	66195319	5:66195319
5	66195321	5:66195321
5	66195358	5:66195358
5	66256854	5:66256854
5	66260248	5:66260248
5	66344402	5:66344402
5	66344411	5:66344411
5	66344415	5:66344415
5	66344709	5:66344709
5	66385134	5:66385134
5	66385167	5:66385167
5	66462760	5:66462760
5	66650652	5:66650652
5	66733133	5:66733133
5	66733146	5:66733146
5	66765900	5:66765900
5	66766329	5:66766329
5	66766350	5:66766350
5	66766380	5:66766380
5	66766382	5:66766382
5	66771369	5:66771369
5	66933408	5:66933408
5	66933440	5:66933440
5	67120421	5:67120421
5	67120464	5:67120464
5	67174262	5:67174262
5	67174278	5:67174278
5	67192680	5:67192680
5	67192710	5:67192710
5	67486257	5:67486257
5	67486497	5:67486497
5	67486556	5:67486556
5	67486597	5:67486597
5	68154808	5:68154808
5	68169934	5:68169934
5	68184051	5:68184051
5	68184062	5:68184062
5	68237824	5:68237824
5	68237834	5:68237834
5	68296214	5:68296214
5	68296230	5:68296230
5	68350724	5:68350724
5	68350736	5:68350736
5	68381487	5:68381487
5	68424563	5:68424563
5	68455361	5:68455361
5	68462596	5:68462596
5	68462606	5:68462606
5	68944290	5:68944290
5	68944683	5:68944683
5	68944724	5:68944724
5	68944778	5:68944778
5	68981561	5:68981561
5	68981583	5:68981583
5	69068805	5:69068805
5	69072942	5:69072942
5	69072950	5:69072950
5	69072979	5:69072979
5	69072987	5:69072987
5	69144890	5:69144890
5	69146964	5:69146964
5	69146965	5:69146965
5	69146968	5:69146968
5	69146999	5:69146999
5	69241674	5:69241674
5	69264683	5:69264683
5	69344167	5:69344167
5	69344176	5:69344176
5	69431136	5:69431136
5	69448578	5:69448578
5	69587544	5:69587544
5	69587581	5:69587581
5	69611727	5:69611727
5	69611746	5:69611746
5	69615770	5:69615770
5	69615788	5:69615788
5	69615795	5:69615795
5	69713495	5:69713495
5	69720162	5:69720162
5	69720163	5:69720163
5	69720198	5:69720198
5	69720243	5:69720243
5	69720266	5:69720266
5	69744383	5:69744383
5	69744425	5:69744425
5	69747370	5:69747370
5	69747383	5:69747383
5	69762228	5:69762228
5	69762261	5:69762261
5	69765384	5:69765384
5	69766018	5:69766018
5	69766033	5:69766033
5	69884860	5:69884860
5	69884873	5:69884873
5	69977948	5:69977948
5	69978686	5:69978686
5	69978705	5:69978705
5	69978743	5:69978743
5	69993551	5:69993551
5	69993571	5:69993571
5	70001766	5:70001766
5	70148074	5:70148074
5	70148125	5:70148125
5	70275189	5:70275189
5	70359792	5:70359792
5	70359803	5:70359803
5	70430924	5:70430924
5	70449336	5:70449336
5	70449367	5:70449367
5	70506689	5:70506689
5	70572663	5:70572663
5	70638229	5:70638229
5	70725695	5:70725695
5	70755058	5:70755058
5	70806310	5:70806310
5	70850208	5:70850208
5	70866841	5:70866841
5	70988544	5:70988544
5	71001112	5:71001112
5	71001268	5:71001268
5	71001275	5:71001275
5	71001309	5:71001309
5	71004035	5:71004035
5	71058717	5:71058717
5	71061216	5:71061216
5	71089089	5:71089089
5	71127013	5:71127013
5	71144404	5:71144404
5	71200746	5:71200746
5	71200763	5:71200763
5	71267885	5:71267885
5	71288300	5:71288300
5	71288812	5:71288812
5	71288816	5:71288816
5	71477433	5:71477433
5	71477731	5:71477731
5	71482363	5:71482363
5	71482380	5:71482380
5	71482452	5:71482452
5	71677487	5:71677487
5	71677492	5:71677492
5	71677502	5:71677502
5	71677519	5:71677519
5	71771800	5:71771800
5	71997845	5:71997845
5	72208506	5:72208506
5	72224375	5:72224375
5	72272263	5:72272263
5	72272622	5:72272622
5	72326216	5:72326216
5	72326268	5:72326268
5	72327934	5:72327934
5	72351410	5:72351410
5	72505569	5:72505569
5	72505588	5:72505588
5	72505593	5:72505593
5	72615935	5:72615935
5	72615943	5:72615943
5	72615964	5:72615964
5	72749250	5:72749250
5	72749256	5:72749256
5	72749287	5:72749287
5	72779875	5:72779875
5	72807096	5:72807096
5	72807328	5:72807328
5	72814086	5:72814086
5	72814087	5:72814087
5	72814091	5:72814091
5	72814132	5:72814132
5	72895133	5:72895133
5	72895136	5:72895136
5	72942245	5:72942245
5	72942293	5:72942293
5	72943156	5:72943156
5	73074037	5:73074037
5	73074042	5:73074042
5	73074056	5:73074056
5	73074108	5:73074108
5	73074134	5:73074134
5	73081441	5:73081441
5	73097368	5:73097368
5	73097394	5:73097394
5	73187953	5:73187953
5	73196673	5:73196673
5	73434455	5:73434455
5	73487489	5:73487489
5	73539160	5:73539160
5	73585359	5:73585359
5	73585377	5:73585377
5	73586021	5:73586021
5	73586050	5:73586050
5	73605318	5:73605318
5	73656437	5:73656437
5	73658863	5:73658863
5	73688682	5:73688682
5	73703584	5:73703584
5	73837855	5:73837855
5	73837866	5:73837866
5	73865320	5:73865320
5	73897754	5:73897754
5	73898123	5:73898123
5	73898198	5:73898198
5	73898216	5:73898216
5	73911244	5:73911244
5	73934708	5:73934708
5	73934743	5:73934743
5	74090306	5:74090306
5	74181244	5:74181244
5	74389600	5:74389600
5	74444835	5:74444835
5	74507419	5:74507419
5	74507435	5:74507435
5	74532013	5:74532013
5	74534424	5:74534424
5	74534433	5:74534433
5	74551029	5:74551029
5	74553302	5:74553302
5	74610905	5:74610905
5	74659912	5:74659912
5	74659923	5:74659923
5	74688242	5:74688242
5	74736455	5:74736455
5	74755275	5:74755275
5	74851243	5:74851243
5	74891205	5:74891205
5	74891215	5:74891215
5	74951079	5:74951079
5	75090874	5:75090874
5	75090908	5:75090908
5	75092883	5:75092883
5	75092889	5:75092889
5	75121550	5:75121550
5	75121556	5:75121556
5	75132081	5:75132081
5	75235475	5:75235475
5	75258862	5:75258862
5	75305442	5:75305442
5	75305464	5:75305464
5	75315183	5:75315183
5	75315212	5:75315212
5	75329191	5:75329191
5	75435072	5:75435072
5	75435086	5:75435086
5	75435099	5:75435099
5	75471309	5:75471309
5	75555516	5:75555516
5	75555529	5:75555529
5	75565976	5:75565976
5	75565981	5:75565981
5	75593188	5:75593188
5	75621215	5:75621215
5	75697790	5:75697790
5	75697842	5:75697842
5	75705062	5:75705062
5	75851080	5:75851080
5	75935241	5:75935241
5	75944818	5:75944818
5	75944843	5:75944843
5	75970702	5:75970702
5	75982055	5:75982055
5	75982068	5:75982068
5	75982103	5:75982103
5	76009743	5:76009743
5	76060205	5:76060205
5	76278784	5:76278784
5	76278812	5:76278812
5	76292454	5:76292454
5	76338391	5:76338391
5	76338414	5:76338414
5	76338415	5:76338415
5	76374277	5:76374277
5	76392917	5:76392917
5	76414507	5:76414507
5	76417400	5:76417400
5	76460724	5:76460724
5	76460737	5:76460737
5	76469074	5:76469074
5	76504609	5:76504609
5	76522385	5:76522385
5	76584500	5:76584500
5	76595859	5:76595859
5	76635308	5:76635308
5	76837709	5:76837709
5	76837719	5:76837719
5	76852551	5:76852551
5	76903738	5:76903738
5	76903751	5:76903751
5	76903792	5:76903792
5	76919779	5:76919779
5	76929850	5:76929850
5	76929855	5:76929855
5	76969712	5:76969712
5	76969746	5:76969746
5	77013672	5:77013672
5	77058621	5:77058621
5	77058635	5:77058635
5	77058640	5:77058640
5	77058819	5:77058819
5	77067708	5:77067708
5	77079879	5:77079879
5	77118444	5:77118444
5	77201736	5:77201736
5	77216235	5:77216235
5	77291058	5:77291058
5	77291106	5:77291106
5	77348318	5:77348318
5	77348353	5:77348353
5	77348812	5:77348812
5	77373798	5:77373798
5	77407385	5:77407385
5	77472755	5:77472755
5	77498772	5:77498772
5	77576366	5:77576366
5	77609663	5:77609663
5	77609711	5:77609711
5	77657856	5:77657856
5	77657897	5:77657897
5	77657903	5:77657903
5	77685897	5:77685897
5	77933997	5:77933997
5	77987865	5:77987865
5	78135835	5:78135835
5	78179867	5:78179867
5	78200901	5:78200901
5	78301103	5:78301103
5	78390179	5:78390179
5	78390184	5:78390184
5	78398776	5:78398776
5	78474062	5:78474062
5	78514026	5:78514026
5	78541983	5:78541983
5	78548903	5:78548903
5	78548913	5:78548913
5	78549125	5:78549125
5	78588221	5:78588221
5	78588233	5:78588233
5	78590550	5:78590550
5	78590562	5:78590562
5	78590605	5:78590605
5	78591099	5:78591099
5	78627021	5:78627021
5	78646645	5:78646645
5	78672227	5:78672227
5	78692438	5:78692438
5	78728156	5:78728156
5	78728157	5:78728157
5	78747951	5:78747951
5	78772262	5:78772262
5	78785691	5:78785691
5	78798798	5:78798798
5	78798828	5:78798828
5	78827334	5:78827334
5	78942564	5:78942564
5	78959047	5:78959047
5	78959053	5:78959053
5	78959080	5:78959080
5	78974690	5:78974690
5	78974704	5:78974704
5	78974733	5:78974733
5	78974750	5:78974750
5	79156162	5:79156162
5	79248810	5:79248810
5	79248838	5:79248838
5	79264483	5:79264483
5	79264493	5:79264493
5	79282739	5:79282739
5	79407043	5:79407043
5	79434125	5:79434125
5	79434132	5:79434132
5	79497706	5:79497706
5	79497723	5:79497723
5	79657363	5:79657363
5	79699565	5:79699565
5	79728868	5:79728868
5	79728878	5:79728878
5	79729087	5:79729087
5	79729116	5:79729116
5	79752341	5:79752341
5	79752362	5:79752362
5	79768085	5:79768085
5	79768155	5:79768155
5	79768185	5:79768185
5	79768192	5:79768192
5	79772574	5:79772574
5	79779055	5:79779055
5	79779089	5:79779089
5	79845303	5:79845303
5	79854222	5:79854222
5	79854239	5:79854239
5	79880870	5:79880870
5	79893588	5:79893588
5	79893612	5:79893612
5	79920927	5:79920927
5	79920937	5:79920937
5	79920974	5:79920974
5	79921003	5:79921003
5	79925289	5:79925289
5	79925303	5:79925303
5	79933447	5:79933447
5	79933451	5:79933451
5	79972738	5:79972738
5	79972743	5:79972743
5	79972801	5:79972801
5	80022914	5:80022914
5	80044443	5:80044443
5	80069955	5:80069955
5	80084193	5:80084193
5	80084251	5:80084251
5	80110216	5:80110216
5	80110232	5:80110232
5	80129116	5:80129116
5	80189681	5:80189681
5	80203064	5:80203064
5	80206897	5:80206897
5	80219042	5:80219042
5	80219044	5:80219044
5	80228515	5:80228515
5	80291760	5:80291760
5	80296350	5:80296350
5	80303538	5:80303538
5	80306497	5:80306497
5	80306552	5:80306552
5	80312582	5:80312582
5	80328889	5:80328889
5	80380568	5:80380568
5	80444993	5:80444993
5	80485036	5:80485036
5	80485053	5:80485053
5	80485094	5:80485094
5	80538984	5:80538984
5	80680129	5:80680129
5	80689248	5:80689248
5	80806190	5:80806190
5	80813520	5:80813520
5	80874391	5:80874391
5	80895058	5:80895058
5	80895131	5:80895131
5	80960569	5:80960569
5	80960599	5:80960599
5	81020945	5:81020945
5	81076197	5:81076197
5	81083397	5:81083397
5	81177120	5:81177120
5	81177148	5:81177148
5	81209931	5:81209931
5	81303232	5:81303232
5	81303329	5:81303329
5	81308287	5:81308287
6	894	NW_024392646.1:894
6	31687	NW_024393811.1:31687
6	13313	NW_024393844.1:13313
6	13326	NW_024393844.1:13326
6	13357	NW_024393844.1:13357
6	23912	NW_024394517.1:23912
6	23916	NW_024394517.1:23916
6	24095	NW_024394517.1:24095
6	24103	NW_024394517.1:24103
6	24144	NW_024394517.1:24144
6	24145	NW_024394517.1:24145
6	13083	NW_024394961.1:13083
6	12848	NW_024395123.1:12848
6	25399	NW_024395169.1:25399
6	8259	NW_024395342.1:8259
6	8296	NW_024395342.1:8296
6	8297	NW_024395342.1:8297
6	20578	NW_024395654.1:20578
6	45547	NW_024395815.1:45547
6	59620	NW_024395815.1:59620
6	79379	NW_024395816.1:79379
6	79380	NW_024395816.1:79380
6	103415	NW_024395816.1:103415
6	14694	NW_024395819.1:14694
6	14695	NW_024395819.1:14695
6	40777	NW_024395819.1:40777
6	40784	NW_024395819.1:40784
6	45494	NW_024395819.1:45494
6	52612	NW_024395819.1:52612
6	52613	NW_024395819.1:52613
6	40093	NW_024395824.1:40093
6	1773750	NW_024395824.1:1773750
6	4832319	NW_024395824.1:4832319
6	13602906	NW_024395824.1:13602906
6	23379234	NW_024395824.1:23379234
6	273649	NW_024395835.1:273649
6	39802	NW_024395843.1:39802
6	18561	NW_024395865.1:18561
6	141569	NW_024395865.1:141569
6	13635	NW_024395866.1:13635
6	52633	NW_024395866.1:52633
6	64960	NW_024395866.1:64960
6	74072	NW_024395869.1:74072
6	97950	NW_024395869.1:97950
6	97988	NW_024395869.1:97988
6	23639	NW_024395870.1:23639
6	60166	NW_024395870.1:60166
6	112312	NW_024395896.1:112312
6	112334	NW_024395896.1:112334
6	87259	NW_024395910.1:87259
6	7431	NW_024395929.1:7431
6	44761	NW_024395944.1:44761
6	58984	NW_024395945.1:58984
6	111558	NW_024395949.1:111558
6	62436	NW_024395970.1:62436
6	86052	NW_024395970.1:86052
6	86065	NW_024395970.1:86065
6	225112	NW_024395970.1:225112
6	232093	NW_024395970.1:232093
6	352087	NW_024395970.1:352087
6	419546	NW_024395970.1:419546
6	429110	NW_024395970.1:429110
6	429134	NW_024395970.1:429134
6	471672	NW_024395970.1:471672
6	471727	NW_024395970.1:471727
6	506867	NW_024395970.1:506867
6	506885	NW_024395970.1:506885
6	506908	NW_024395970.1:506908
6	525842	NW_024395970.1:525842
6	1458513	NW_024395977.1:1458513
6	2935191	NW_024395977.1:2935191
6	5061803	NW_024395977.1:5061803
6	5414098	NW_024395977.1:5414098
6	5968308	NW_024395977.1:5968308
6	10269164	NW_024395977.1:10269164
6	10270879	NW_024395977.1:10270879
6	10280889	NW_024395977.1:10280889
6	11528763	NW_024395977.1:11528763
6	11751820	NW_024395977.1:11751820
6	12152180	NW_024395977.1:12152180
6	14922662	NW_024395977.1:14922662
6	19162935	NW_024395977.1:19162935
6	21674772	NW_024395977.1:21674772
6	21674826	NW_024395977.1:21674826
6	23619892	NW_024395977.1:23619892
6	24627732	NW_024395977.1:24627732
6	24646694	NW_024395977.1:24646694
6	28324544	NW_024395977.1:28324544
6	28634350	NW_024395977.1:28634350
6	29401921	NW_024395977.1:29401921
6	30627178	NW_024395977.1:30627178
6	31698634	NW_024395977.1:31698634
6	31995737	NW_024395977.1:31995737
6	19015	NW_024395988.1:19015
6	83496	NW_024396044.1:83496
6	208234	NW_024396044.1:208234
6	208266	NW_024396044.1:208266
6	256475	NW_024396044.1:256475
6	289364	NW_024396044.1:289364
6	332751	NW_024396044.1:332751
6	332752	NW_024396044.1:332752
6	357298	NW_024396044.1:357298
6	357301	NW_024396044.1:357301
6	357334	NW_024396044.1:357334
6	17944	NW_024396056.1:17944
6	13055	NW_024396062.1:13055
6	13069	NW_024396062.1:13069
6	154923	NW_024396062.1:154923
6	154927	NW_024396062.1:154927
6	163070	NW_024396062.1:163070
6	163086	NW_024396062.1:163086
6	200486	NW_024396062.1:200486
6	200527	NW_024396062.1:200527
6	209711	NW_024396062.1:209711
6	25625	NW_024396087.1:25625
6	75548	NW_024396094.1:75548
6	15104	NW_024396099.1:15104
6	15106	NW_024396099.1:15106
6	22290	NW_024396108.1:22290
6	10513	NW_024396115.1:10513
6	10516	NW_024396115.1:10516
6	10553	NW_024396115.1:10553
6	10554	NW_024396115.1:10554
6	45214	NW_024396120.1:45214
6	3319	NW_024396122.1:3319
6	17644	NW_024396122.1:17644
6	17557	NW_024396143.1:17557
6	35481	NW_024396154.1:35481
6	8257	NW_024396160.1:8257
6	2604	NW_024396186.1:2604
6	2649	NW_024396186.1:2649
6	35068	NW_024396193.1:35068
6	35076	NW_024396193.1:35076
6	74132	NW_024396193.1:74132
6	81243	NW_024396193.1:81243
6	81273	NW_024396193.1:81273
6	474807	NW_024396204.1:474807
6	32937	NW_024396205.1:32937
6	72020	NW_024396205.1:72020
6	72070	NW_024396205.1:72070
6	89830	NW_024396207.1:89830
6	89843	NW_024396207.1:89843
6	89852	NW_024396207.1:89852
6	92668	NW_024396207.1:92668
6	74326	NW_024396239.1:74326
6	42198	NW_024396245.1:42198
6	30570	NW_024396251.1:30570
6	62908	NW_024396266.1:62908
6	62943	NW_024396266.1:62943
6	76660	NW_024396266.1:76660
6	76692	NW_024396266.1:76692
6	4890	NW_024396306.1:4890
6	24606	NW_024396306.1:24606
6	24633	NW_024396306.1:24633
6	24639	NW_024396306.1:24639
6	48959	NW_024396306.1:48959
6	48974	NW_024396306.1:48974
6	49105	NW_024396306.1:49105
6	49107	NW_024396306.1:49107
6	219148	NW_024396310.1:219148
6	224469	NW_024396310.1:224469
6	224488	NW_024396310.1:224488
6	359107	NW_024396310.1:359107
6	388017	NW_024396310.1:388017
6	388028	NW_024396310.1:388028
6	398153	NW_024396310.1:398153
6	455503	NW_024396310.1:455503
6	455550	NW_024396310.1:455550
6	477679	NW_024396310.1:477679
6	477683	NW_024396310.1:477683
6	75051	NW_024396313.1:75051
6	109657	NW_024396313.1:109657
6	109661	NW_024396313.1:109661
6	109678	NW_024396313.1:109678
6	29270	NW_024396322.1:29270
6	3912	NW_024396343.1:3912
6	59208	NW_024396343.1:59208
6	59239	NW_024396343.1:59239
6	59251	NW_024396343.1:59251
6	16205	NW_024396350.1:16205
6	16207	NW_024396350.1:16207
6	715109	NW_024396366.1:715109
6	977736	NW_024396366.1:977736
6	3804237	NW_024396366.1:3804237
6	4879738	NW_024396366.1:4879738
6	4887719	NW_024396366.1:4887719
6	5436382	NW_024396366.1:5436382
6	7823782	NW_024396366.1:7823782
6	8709520	NW_024396366.1:8709520
6	8826761	NW_024396366.1:8826761
6	10289796	NW_024396366.1:10289796
6	10782803	NW_024396366.1:10782803
6	11349151	NW_024396366.1:11349151
6	11731032	NW_024396366.1:11731032
6	11731050	NW_024396366.1:11731050
6	11969913	NW_024396366.1:11969913
6	12554490	NW_024396366.1:12554490
6	13479438	NW_024396366.1:13479438
6	16332606	NW_024396366.1:16332606
6	17167704	NW_024396366.1:17167704
6	17606041	NW_024396366.1:17606041
6	17745098	NW_024396366.1:17745098
6	18130814	NW_024396366.1:18130814
6	21815763	NW_024396366.1:21815763
6	21957516	NW_024396366.1:21957516
6	21070	NW_024396412.1:21070
6	31130	NW_024396412.1:31130
6	4114	NW_024396429.1:4114
6	4123	NW_024396429.1:4123
6	20763	NW_024396431.1:20763
6	63798	NW_024396431.1:63798
6	64247	NW_024396431.1:64247
6	6650	NW_024396485.1:6650
6	9108	NW_024396491.1:9108
6	8603	NW_024396495.1:8603
6	5937	NW_024396499.1:5937
6	28442	NW_024396499.1:28442
6	28444	NW_024396499.1:28444
6	143652	NW_024396499.1:143652
6	165231	NW_024396499.1:165231
6	165258	NW_024396499.1:165258
6	219857	NW_024396499.1:219857
6	6546	NW_024396516.1:6546
6	9701	NW_024396542.1:9701
6	442476	NW_024396545.1:442476
6	457263	NW_024396545.1:457263
6	473605	NW_024396545.1:473605
6	702233	NW_024396545.1:702233
6	702310	NW_024396545.1:702310
6	702320	NW_024396545.1:702320
6	702352	NW_024396545.1:702352
6	702372	NW_024396545.1:702372
6	703077	NW_024396545.1:703077
6	703094	NW_024396545.1:703094
6	703110	NW_024396545.1:703110
6	714195	NW_024396545.1:714195
6	757767	NW_024396545.1:757767
6	32358	NW_024396547.1:32358
6	9955	NW_024396566.1:9955
6	540274	NW_024396573.1:540274
6	543710	NW_024396573.1:543710
6	587703	NW_024396573.1:587703
6	1120	NW_024396587.1:1120
6	3429	NW_024396598.1:3429
6	3445	NW_024396598.1:3445
6	14569	NW_024396598.1:14569
6	76344	NW_024396614.1:76344
6	448342	NW_024396614.1:448342
6	10593	NW_024396618.1:10593
6	18631	NW_024396618.1:18631
6	18675	NW_024396618.1:18675
